id,title,year,vote_count,vote_average,popularity,genres,w_ratings
5175,Rush Hour 2,2001,1078.0,6.4,8.345985,"['Action', 'Comedy', 'Crime', 'Thriller']",6.2507136171123125
11542,Altered States,1980,169.0,6.7,10.603299,"['Mystery', 'Drama', 'Fantasy', 'Science Fiction', 'Thriller', 'Horror']",5.992350936124748
2770,American Pie 2,2001,1375.0,6.0,10.25103,"['Comedy', 'Romance']",5.921292155039115
12610,Osmosis Jones,2001,237.0,6.0,6.405831,"['Adventure', 'Animation', 'Action', 'Comedy', 'Family']",5.695676216587007
1933,The Others,2001,1708.0,7.4,11.046007,"['Horror', 'Drama', 'Mystery', 'Thriller']",7.215408703418118
10972,Session 9,2001,255.0,6.2,14.242234,"['Horror', 'Mystery']",5.831767368638655
9896,Rat Race,2001,531.0,6.0,12.330275,"['Adventure', 'Comedy']",5.825156958010191
9683,Bubble Boy,2001,165.0,5.1,10.295438,"['Adventure', 'Comedy', 'Drama', 'Romance']",5.171333716877052
2779,The Curse of the Jade Scorpion,2001,167.0,6.5,5.739829,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']",5.885882134510831
2294,Jay and Silent Bob Strike Back,2001,491.0,6.4,11.619446,['Comedy'],6.116103622096839
10016,Ghosts of Mars,2001,299.0,4.8,7.058599,"['Action', 'Horror', 'Science Fiction']",4.955083786459786
8922,Jeepers Creepers,2001,731.0,6.1,10.414363,"['Horror', 'Thriller']",5.946446080791293
16307,The Wicker Man,1973,313.0,7.1,7.206941,"['Horror', 'Music', 'Mystery', 'Thriller']",6.472480883689306
12508,Rock Star,2001,194.0,6.0,10.076223,"['Music', 'Drama', 'Comedy']",5.6587103332910775
2176,The Glass House,2001,203.0,5.4,6.418936,"['Drama', 'Thriller']",5.331634870482209
2034,Training Day,2001,1665.0,7.3,13.664622,"['Action', 'Crime', 'Drama', 'Thriller']",7.119826552320571
12103,Don't Say a Word,2001,223.0,6.0,6.824871,['Thriller'],5.684552109621519
9398,Zoolander,2001,1363.0,6.1,10.40782,['Comedy'],6.010166420213421
10866,Joy Ride,2001,328.0,6.3,10.337689,"['Mystery', 'Thriller', 'Drama']",5.9540644630841015
9778,Serendipity,2001,529.0,6.6,5.715737,"['Comedy', 'Romance']",6.285317065290336
166,The Party,1980,225.0,6.4,12.105748,"['Drama', 'Romance', 'Comedy']",5.919957033727382
3172,Bandits,2001,307.0,6.2,13.136791,"['Action', 'Comedy', 'Crime', 'Romance']",5.872769717312723
1018,Mulholland Drive,2001,1517.0,7.7,18.184056,"['Thriller', 'Drama', 'Mystery']",7.465762348231987
984,Dirty Harry,1971,630.0,7.4,10.255315,"['Action', 'Crime', 'Thriller']",6.963523364538028
768,From Hell,2001,758.0,6.6,7.79014,"['Horror', 'Mystery', 'Thriller']",6.363816403033814
2100,The Last Castle,2001,290.0,7.0,9.807552,"['Action', 'Drama', 'Thriller']",6.37596323996676
9081,Waking Life,2001,250.0,7.6,12.051214,"['Animation', 'Drama']",6.68093526337815
167,K-PAX,2001,710.0,7.1,12.400152,"['Drama', 'Science Fiction']",6.758831560902347
9378,Thir13en Ghosts,2001,447.0,5.4,8.819223,"['Horror', 'Thriller']",5.359116075757894
141,Donnie Darko,2001,3574.0,7.7,18.303148,"['Fantasy', 'Drama', 'Mystery']",7.594800069090799
10778,The Man Who Wasn't There,2001,366.0,7.4,7.204951,"['Crime', 'Drama']",6.744455243317569
585,"Monsters, Inc.",2001,6150.0,7.5,26.419962,"['Animation', 'Comedy', 'Family']",7.44281829762045
10796,The One,2001,445.0,5.7,9.769047,"['Action', 'Science Fiction', 'Thriller']",5.5796420793141195
9889,Shallow Hal,2001,764.0,5.7,12.520688,"['Comedy', 'Romance']",5.62119421859853
671,Harry Potter and the Philosopher's Stone,2001,7188.0,7.5,38.187238,"['Adventure', 'Fantasy', 'Family']",7.450895952365956
11469,Black Knight,2001,291.0,5.1,9.37044,"['Adventure', 'Comedy', 'Fantasy']",5.151404563159738
1535,Spy Game,2001,592.0,6.8,18.186839,"['Action', 'Crime', 'Thriller']",6.469126938809896
1433,The Devil's Backbone,2001,277.0,7.2,11.111299,"['Fantasy', 'Drama', 'Horror', 'Thriller', 'Science Fiction']",6.484172672734649
269,Breathless,1960,322.0,7.7,8.200586,"['Drama', 'Crime']",6.885027921130791
3604,Flash Gordon,1980,237.0,6.1,6.346979,['Science Fiction'],5.755373949584488
10649,The Enforcer,1976,232.0,6.7,7.550133,"['Action', 'Crime', 'Thriller']",6.106080249961842
10650,Sudden Impact,1983,210.0,6.5,9.737907,"['Action', 'Crime', 'Thriller']",5.957252589148761
8007,Behind Enemy Lines,2001,464.0,6.0,11.185625,"['Action', 'Drama', 'Thriller', 'War']",5.8063837467709005
161,Ocean's Eleven,2001,3857.0,7.2,12.114932,"['Thriller', 'Crime']",7.122126825487936
194,Amélie,2001,3403.0,7.8,12.879381,"['Comedy', 'Romance']",7.685260583212192
11397,Not Another Teen Movie,2001,444.0,5.5,9.101896,['Comedy'],5.432422943683844
1903,Vanilla Sky,2001,1100.0,6.5,10.071057,"['Drama', 'Mystery', 'Romance', 'Science Fiction', 'Thriller']",6.34062179205162
9428,The Royal Tenenbaums,2001,1317.0,7.4,9.707542,"['Comedy', 'Drama']",7.16654262558229
1649,Bill & Ted's Bogus Journey,1991,311.0,5.9,7.256293,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",5.6774595710935065
8386,How High,2001,230.0,6.4,6.796277,['Comedy'],5.926111430730876
12589,Jimmy Neutron: Boy Genius,2001,235.0,5.6,7.308162,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",5.4561606531266875
11232,Kate & Leopold,2001,430.0,6.0,7.196356,"['Comedy', 'Fantasy', 'Romance', 'Science Fiction']",5.795226199974647
120,The Lord of the Rings: The Fellowship of the Ring,2001,8892.0,8.0,32.070725,"['Adventure', 'Fantasy', 'Action']",7.951301751876385
11086,The Majestic,2001,193.0,6.6,8.063684,"['Drama', 'Romance']",5.985788832818815
453,A Beautiful Mind,2001,3087.0,7.7,11.93646,"['Drama', 'Romance']",7.579021699410237
10794,The Party,1968,160.0,7.3,5.354787,['Comedy'],6.272448306203255
37257,Witness for the Prosecution,1957,278.0,8.1,9.730217,"['Drama', 'Mystery', 'Crime']",7.057039858413337
8489,Ali,2001,457.0,6.7,9.303104,['Drama'],6.322663627204282
855,Black Hawk Down,2001,1832.0,7.2,10.064446,"['Action', 'History', 'War']",7.042963583325824
5279,Gosford Park,2001,256.0,6.8,14.101101,"['Drama', 'Mystery', 'Thriller']",6.201883312464043
10950,I Am Sam,2001,542.0,7.2,12.935016,['Drama'],6.754392390292082
1365,Monster's Ball,2001,254.0,6.6,6.341187,"['Drama', 'Romance']",6.076288545857588
6037,Murder by Death,1976,187.0,7.4,5.570606,"['Comedy', 'Crime', 'Mystery', 'Thriller']",6.40629238612404
6312,Brotherhood of the Wolf,2001,404.0,6.6,11.564252,"['Adventure', 'Horror', 'Action', 'History']",6.215573507065677
11595,Another 48 Hrs.,1990,205.0,5.8,6.938921,"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']",5.556667008178197
9610,Conan the Destroyer,1984,391.0,5.8,10.151366,"['Adventure', 'Fantasy', 'Action']",5.638808453693361
11891,Kung Pow: Enter the Fist,2002,161.0,6.0,5.305679,"['Action', 'Comedy']",5.62362447970418
11888,Snow Dogs,2002,190.0,5.3,13.470227,"['Adventure', 'Comedy', 'Family']",5.274809879957262
150,48 Hrs.,1982,364.0,6.5,15.297121,"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']",6.116762324398936
651,M*A*S*H,1970,238.0,6.9,7.701349,"['Comedy', 'Drama', 'War']",6.234631803982518
11362,The Count of Monte Cristo,2002,463.0,7.3,10.765924,"['Action', 'Adventure', 'Drama', 'Thriller']",6.772204587455926
2637,The Mothman Prophecies,2002,307.0,6.1,8.50563,"['Drama', 'Horror', 'Mystery']",5.807030959282745
10229,A Walk to Remember,2002,1057.0,7.5,8.054499,"['Drama', 'Romance']",7.203519686101102
11870,Big Fat Liar,2002,202.0,5.6,4.643981,"['Comedy', 'Family']",5.443048226478016
9884,Collateral Damage,2002,431.0,5.5,10.175503,"['Action', 'Thriller', 'Drama']",5.43093647713205
11212,Baby's Day Out,1994,281.0,5.8,12.508518,"['Action', 'Adventure', 'Comedy', 'Family']",5.598601945544313
11528,The Sandlot,1993,272.0,7.1,10.392243,"['Comedy', 'Family']",6.4129246712616705
931,Don't Look Now,1973,197.0,7.1,5.966221,"['Thriller', 'Drama', 'Horror']",6.268581114804039
17130,Crossroads,2002,161.0,4.7,6.631356,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Music', 'Romance']",4.971599557585799
10592,Hart's War,2002,246.0,5.9,14.116474,"['Drama', 'War']",5.641831177303059
8470,John Q,2002,604.0,7.0,8.867562,"['Drama', 'Thriller', 'Crime']",6.6324390811322536
16690,Return to Never Land,2002,304.0,6.1,8.759774,"['Adventure', 'Fantasy', 'Animation', 'Family']",5.805136762898797
39939,Super Troopers,2001,367.0,6.6,7.351028,"['Comedy', 'Crime', 'Mystery']",6.188583411736322
9272,The Good Son,1993,202.0,6.2,7.873794,"['Drama', 'Horror', 'Thriller']",5.7778548563122705
10052,Dragonfly,2002,209.0,6.2,4.924078,['Drama'],5.785863029769761
11979,Queen of the Damned,2002,247.0,5.5,8.436243,"['Drama', 'Fantasy', 'Horror']",5.399713655982904
614,Wild Strawberries,1957,306.0,7.9,6.89416,['Drama'],6.988376519281205
2752,40 Days and 40 Nights,2002,306.0,5.2,8.628928,"['Comedy', 'Romance']",5.215415145890647
10590,We Were Soldiers,2002,531.0,6.7,11.34706,"['Action', 'History', 'War']",6.363073021686024
2135,The Time Machine,2002,644.0,5.8,8.918134,"['Science Fiction', 'Adventure', 'Action']",5.6895316641605
425,Ice Age,2002,3954.0,7.1,17.328902,"['Animation', 'Comedy', 'Family', 'Adventure']",7.027852080210268
1576,Resident Evil,2002,2100.0,6.4,7.781293,"['Horror', 'Action', 'Science Fiction']",6.31822276901993
5851,Showtime,2002,286.0,5.3,4.917863,"['Action', 'Comedy']",5.280231968576326
1391,Y Tu Mamá También,2001,321.0,7.3,13.962548,"['Drama', 'Romance']",6.616389725540627
11006,Smokey and the Bandit,1977,197.0,6.8,7.68372,"['Action', 'Adventure', 'Comedy']",6.103034896316643
36586,Blade II,2002,1556.0,6.3,17.05064,"['Fantasy', 'Horror', 'Action', 'Thriller']",6.201622061762845
4547,Panic Room,2002,1303.0,6.6,14.969502,"['Crime', 'Drama', 'Thriller']",6.451800039634342
1791,The Piano Teacher,2001,197.0,7.2,6.363081,"['Drama', 'Romance']",6.323763187633171
11560,High Crimes,2002,187.0,6.1,8.371005,"['Drama', 'Mystery', 'Thriller', 'Crime']",5.705716017247958
11452,National Lampoon’s Van Wilder,2002,867.0,5.9,7.668576,"['Comedy', 'Romance']",5.7979391022249676
548,Rashomon,1950,471.0,8.0,9.887355,"['Crime', 'Drama', 'Mystery']",7.3014000918938855
1537,Changing Lanes,2002,306.0,5.9,7.81862,"['Action', 'Adventure', 'Crime', 'Thriller']",5.675071798251162
12149,Frailty,2001,338.0,7.0,7.397953,"['Drama', 'Thriller', 'Crime']",6.4361113614157475
11812,The Sweetest Thing,2002,286.0,5.3,8.889064,"['Romance', 'Comedy']",5.280231968576326
8346,My Big Fat Greek Wedding,2002,686.0,6.2,6.719949,"['Comedy', 'Drama', 'Romance']",6.019365789580428
12154,Three Men and a Baby,1987,255.0,5.8,5.667344,"['Family', 'Comedy', 'Drama']",5.585984236108534
11892,Murder by Numbers,2002,275.0,6.0,9.645801,"['Crime', 'Drama', 'Thriller']",5.722260822954119
9334,The Scorpion King,2002,802.0,5.3,9.488117,"['Action', 'Fantasy', 'Adventure']",5.290835195410646
11470,Jason X,2001,298.0,4.5,7.793873,"['Horror', 'Science Fiction']",4.7602258907970345
557,Spider-Man,2002,5398.0,6.8,29.413341,"['Fantasy', 'Action']",6.75523272004049
2251,Unfaithful,2002,282.0,6.3,8.96839,"['Thriller', 'Drama']",5.918062122138103
245,About a Boy,2002,627.0,6.6,10.956665,"['Drama', 'Comedy', 'Romance']",6.324502487909837
1894,Star Wars: Episode II - Attack of the Clones,2002,4074.0,6.4,14.072511,"['Adventure', 'Action', 'Science Fiction']",6.356349423236902
1957,Enough,2002,268.0,6.2,6.681287,"['Drama', 'Thriller']",5.842952004637948
320,Insomnia,2002,1181.0,6.8,11.424974,"['Crime', 'Mystery', 'Thriller']",6.614454480227474
9023,Spirit: Stallion of the Cimarron,2002,870.0,7.4,16.724836,"['Western', 'Animation', 'Adventure', 'Comedy', 'Family']",7.065226658237904
4614,The Sum of All Fears,2002,447.0,5.9,9.268136,"['Thriller', 'Action', 'Drama']",5.727320359118686
811,Silent Running,1972,179.0,6.2,14.108597,"['Adventure', 'Drama', 'Science Fiction']",5.749213740368855
3132,Bad Company,2002,232.0,5.4,9.540021,"['Action', 'Adventure', 'Comedy', 'Thriller']",5.3366924948598005
2501,The Bourne Identity,2002,3640.0,7.3,21.040126,"['Action', 'Drama', 'Mystery', 'Thriller']",7.213469331048695
9637,Scooby-Doo,2002,853.0,5.4,8.592826,"['Mystery', 'Adventure', 'Comedy']",5.375501932857889
12100,Windtalkers,2002,345.0,5.8,7.455875,"['Drama', 'Action', 'History', 'War']",5.62412565937632
11544,Lilo & Stitch,2002,1371.0,7.1,18.469238,"['Animation', 'Family']",6.906128973210347
180,Minority Report,2002,2663.0,7.1,20.666063,"['Action', 'Thriller', 'Science Fiction', 'Mystery']",6.994857760533135
2022,Mr. Deeds,2002,660.0,5.6,6.674356,"['Comedy', 'Romance']",5.530711534128099
11982,Look Who's Talking Now!,1993,200.0,4.7,9.016076,"['Romance', 'Comedy', 'Family']",4.942176272180672
608,Men in Black II,2002,3188.0,6.1,16.775716,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",6.059134844081553
6278,Reign of Fire,2002,684.0,6.0,13.067306,"['Adventure', 'Action', 'Fantasy']",5.856852438370903
4147,Road to Perdition,2002,1102.0,7.3,13.426684,"['Thriller', 'Crime', 'Drama']",7.039448064964375
11442,Halloween: Resurrection,2002,230.0,4.5,8.502529,"['Horror', 'Thriller']",4.8055986102180555
8869,Eight Legged Freaks,2002,303.0,5.4,10.800753,"['Action', 'Comedy', 'Horror', 'Thriller']",5.346400557203114
8665,K-19: The Widowmaker,2002,273.0,6.1,7.718723,"['Drama', 'History', 'Thriller']",5.784026461859218
10996,Stuart Little 2,2002,632.0,5.4,9.274909,"['Family', 'Adventure', 'Animation', 'Comedy']",5.368665982304346
818,Austin Powers in Goldmember,2002,997.0,5.9,8.786653,"['Comedy', 'Crime', 'Science Fiction']",5.809406618828904
8764,Top Secret!,1984,241.0,7.0,5.971241,['Comedy'],6.29970937153377
2675,Signs,2002,1624.0,6.4,11.211568,"['Drama', 'Thriller', 'Science Fiction', 'Mystery']",6.296403283623903
9488,Spy Kids 2: The Island of Lost Dreams,2002,533.0,5.3,7.164131,"['Action', 'Adventure', 'Family']",5.287277717150133
9962,The Good Girl,2002,183.0,6.1,4.388338,"['Drama', 'Comedy', 'Romance']",5.70111795330916
9573,Blood Work,2002,210.0,6.1,5.852263,"['Crime', 'Drama', 'Mystery', 'Thriller']",5.730225562121734
7451,xXx,2002,1454.0,5.8,12.722381,"['Action', 'Adventure', 'Thriller']",5.744971163559506
9266,Blue Crush,2002,164.0,5.6,6.455738,['Adventure'],5.424640302422969
9357,One Hour Photo,2002,444.0,6.6,10.753445,"['Horror', 'Thriller']",6.241032215207023
9296,S1m0ne,2002,266.0,5.5,5.759483,"['Comedy', 'Drama', 'Science Fiction']",5.404186521091647
10323,Clash of the Titans,1981,208.0,6.8,7.50381,"['Adventure', 'Fantasy', 'Family']",6.123868092350657
9595,Hot Shots!,1991,588.0,6.4,11.026793,"['Action', 'Comedy', 'War']",6.152919061477329
9299,Thesis,1996,165.0,7.2,7.110912,"['Horror', 'Thriller']",6.237487563030898
4108,The Transporter,2002,1724.0,6.6,13.217421,"['Action', 'Crime', 'Thriller']",6.484916909758515
575,The Experiment,2001,319.0,7.5,7.881933,"['Drama', 'Thriller']",6.746729557380046
9093,The Four Feathers,2002,164.0,6.5,6.894153,"['War', 'Adventure', 'Drama', 'Romance']",5.880195857978524
1958,8 Women,2002,197.0,6.9,5.717082,"['Comedy', 'Thriller', 'Music', 'Crime', 'Mystery']",6.1582169691457755
11013,Secretary,2002,378.0,6.8,10.936827,"['Comedy', 'Drama', 'Romance']",6.337515721161788
129,Spirited Away,2001,3968.0,8.3,41.048867,"['Fantasy', 'Adventure', 'Animation', 'Family']",8.181585140015757
11529,Sweet Home Alabama,2002,408.0,6.1,8.587129,"['Comedy', 'Romance']",5.8591258063116936
10771,The Tuxedo,2002,494.0,5.3,6.023213,"['Thriller', 'Action', 'Comedy', 'Science Fiction']",5.286519048906792
2110,Wasabi,2001,288.0,6.2,12.426505,"['Drama', 'Action', 'Comedy']",5.85889164728804
9533,Red Dragon,2002,1142.0,6.7,2.968157,"['Crime', 'Thriller', 'Horror']",6.521185451601415
1809,The Rules of Attraction,2002,170.0,6.3,6.781935,"['Comedy', 'Drama', 'Romance']",5.788434721166793
1430,Bowling for Columbine,2002,467.0,7.3,11.393859,['Documentary'],6.775571703325425
8051,Punch-Drunk Love,2002,542.0,6.9,6.753969,"['Comedy', 'Drama', 'Romance']",6.522768458668152
1613,The 51st State,2001,173.0,5.9,6.368323,"['Thriller', 'Action', 'Comedy', 'Crime']",5.585235609564689
565,The Ring,2002,1720.0,6.5,13.740965,"['Horror', 'Mystery']",6.393182690417575
12477,Grave of the Fireflies,1988,974.0,8.2,0.010902,"['Animation', 'Drama', 'War']",7.783054195754004
10285,Jason Goes to Hell: The Final Friday,1993,197.0,4.2,9.223325,"['Fantasy', 'Horror', 'Thriller']",4.668301002759221
11009,Saturday Night Fever,1977,383.0,6.5,13.657204,"['Drama', 'Music']",6.130172114152931
11644,Blow Out,1981,243.0,7.3,7.536295,"['Drama', 'Mystery', 'Thriller']",6.484078059516232
9645,Ghost Ship,2002,540.0,5.3,13.955376,"['Horror', 'Mystery', 'Thriller']",5.287404939978631
9012,Jackass: The Movie,2002,355.0,6.1,14.095586,"['Documentary', 'Comedy']",5.834336811621441
1360,Frida,2002,397.0,7.3,11.283472,"['Drama', 'Romance']",6.709665095125748
8427,I Spy,2002,276.0,5.2,10.404277,"['Action', 'Adventure', 'Comedy', 'Thriller']",5.216475821066609
9021,The Santa Clause 2,2002,303.0,5.5,5.205729,"['Fantasy', 'Comedy', 'Family']",5.411843321781948
65,8 Mile,2002,1676.0,6.8,8.374355,['Drama'],6.664479007617125
672,Harry Potter and the Chamber of Secrets,2002,5966.0,7.4,29.741452,"['Adventure', 'Fantasy', 'Family']",7.34371261148956
11880,Dog Soldiers,2002,227.0,6.7,10.073784,"['Horror', 'Action', 'Thriller']",6.098406868178403
9538,Scanners,1981,248.0,6.5,10.574039,"['Horror', 'Science Fiction', 'Thriller']",6.0078025931005925
36669,Die Another Day,2002,1112.0,5.8,12.996474,"['Adventure', 'Action', 'Thriller']",5.730175674516542
64,Talk to Her,2002,273.0,7.5,6.648278,"['Drama', 'Romance']",6.666705445692937
2103,Solaris,2002,378.0,5.9,10.642824,"['Drama', 'Science Fiction', 'Mystery', 'Romance']",5.705173713726844
9016,Treasure Planet,2002,980.0,7.2,16.141913,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",6.925599524548283
9932,Analyze That,2002,385.0,5.7,9.927412,"['Comedy', 'Crime']",5.5663916660276
2757,Adaptation.,2002,649.0,7.3,11.624481,"['Comedy', 'Crime', 'Drama']",6.893551864011176
7299,Equilibrium,2002,1584.0,6.9,12.671637,"['Action', 'Science Fiction', 'Thriller']",6.748155652514359
17360,Escape to Victory,1981,163.0,6.7,9.865257,"['Action', 'Drama']",5.979205752275671
11852,The Hot Chick,2002,431.0,5.5,8.734328,"['Comedy', 'Fantasy']",5.43093647713205
7303,Maid in Manhattan,2002,493.0,5.6,7.291939,"['Comedy', 'Drama', 'Romance']",5.512991512993938
201,Star Trek: Nemesis,2002,488.0,6.1,11.367801,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",5.888863361088028
2755,About Schmidt,2002,365.0,6.7,11.066473,"['Drama', 'Comedy']",6.256539919971508
121,The Lord of the Rings: The Two Towers,2002,7641.0,8.0,29.423537,"['Adventure', 'Fantasy', 'Action']",7.9434923032925315
1429,25th Hour,2002,640.0,7.2,10.271871,"['Crime', 'Drama']",6.808979322481303
3131,Gangs of New York,2002,1964.0,7.1,14.922399,"['Drama', 'History', 'Crime']",6.960255865341356
2642,Two Weeks Notice,2002,505.0,5.9,7.738531,"['Comedy', 'Romance']",5.742381139827131
4032,My Girl,1991,441.0,7.0,8.605742,"['Comedy', 'Drama', 'Family']",6.532751178011717
8392,My Neighbor Totoro,1988,1730.0,8.0,13.507299,"['Fantasy', 'Animation', 'Family']",7.76676373438362
640,Catch Me If You Can,2002,3917.0,7.7,19.833077,"['Drama', 'Crime']",7.603650590626697
1574,Chicago,2002,695.0,6.9,13.325347,"['Action', 'Comedy', 'Crime', 'Drama', 'Music']",6.590273050274903
590,The Hours,2002,461.0,7.0,14.686487,['Drama'],6.547799449251275
423,The Pianist,2002,1927.0,8.1,14.811594,"['Drama', 'War']",7.881113300424073
262,The King of Comedy,1982,306.0,7.6,9.093411,"['Comedy', 'Drama']",6.7913808111266984
4912,Confessions of a Dangerous Mind,2002,281.0,6.6,11.331072,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",6.108352512437736
12090,Just Married,2003,415.0,5.3,6.001152,['Comedy'],5.284666883452246
10628,Kangaroo Jack,2003,207.0,4.3,6.538007,"['Comedy', 'Adventure', 'Crime']",4.711944027207198
11078,National Security,2003,244.0,5.5,6.409297,"['Action', 'Comedy', 'Crime', 'Thriller']",5.3989689554085185
598,City of God,2002,1852.0,8.2,14.95927,"['Drama', 'Crime']",7.965001718680437
10727,Darkness Falls,2003,161.0,4.9,11.878552,"['Thriller', 'Horror']",5.071911084065551
9358,Final Destination 2,2003,1046.0,5.9,12.638573,"['Horror', 'Mystery']",5.813087444432042
1647,The Recruit,2003,545.0,6.2,11.485473,"['Action', 'Thriller']",5.983238947496513
14645,Santa Claus Is a Stinker,1982,203.0,7.4,5.870932,['Comedy'],6.450092170757691
9919,How to Lose a Guy in 10 Days,2003,873.0,6.3,5.188107,"['Comedy', 'Romance']",6.136576435609914
6038,Shanghai Knights,2003,707.0,6.0,7.469778,"['Action', 'Adventure', 'Comedy', 'Western']",5.860649893869714
9480,Daredevil,2003,1551.0,5.0,11.415558,"['Fantasy', 'Action', 'Crime', 'Science Fiction', 'Thriller']",5.0229009105698665
14873,The Jungle Book 2,2003,278.0,5.6,10.605851,"['Family', 'Animation', 'Adventure']",5.470281867545757
12139,Dennis the Menace,1993,280.0,5.5,10.378902,"['Family', 'Comedy']",5.407235131784185
11615,The Life of David Gale,2003,497.0,7.3,9.930326,"['Drama', 'Thriller', 'Crime']",6.799518200890475
11635,Old School,2003,552.0,6.6,16.195894,['Comedy'],6.295482384810452
10623,Cradle 2 the Grave,2003,242.0,5.8,8.364587,"['Action', 'Crime', 'Drama']",5.579063328321
9613,Spider,2002,176.0,6.4,5.812918,"['Drama', 'Mystery', 'Thriller']",5.849950767812625
10678,Bringing Down the House,2003,191.0,5.4,5.762343,['Comedy'],5.329297601096986
9567,Tears of the Sun,2003,582.0,6.4,10.614987,"['Action', 'Drama', 'War']",6.150921102405717
979,Irreversible,2002,550.0,7.1,16.76382,"['Drama', 'Thriller', 'Crime', 'Mystery']",6.681948532373298
455,Bend It Like Beckham,2002,593.0,6.2,6.262677,"['Comedy', 'Drama', 'Romance']",5.997056385106297
10632,The Hunted,2003,194.0,6.0,7.481524,"['Drama', 'Action', 'Thriller', 'Crime']",5.6587103332910775
2671,Ringu,1998,310.0,6.9,6.486126,"['Horror', 'Thriller']",6.336560548904344
6171,Dreamcatcher,2003,574.0,5.2,7.694847,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",5.209786727500057
10782,Basic,2003,290.0,6.2,14.327717,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",5.8604076844112045
9341,The Core,2003,531.0,5.5,11.664861,"['Action', 'Thriller', 'Adventure', 'Science Fiction']",5.440931198241739
10735,What a Girl Wants,2003,377.0,5.8,6.743151,['Comedy'],5.634606067011251
8409,A Man Apart,2003,261.0,5.8,17.714247,"['Action', 'Drama']",5.589034342007224
1817,Phone Booth,2002,1087.0,6.7,9.142772,"['Thriller', 'Drama']",6.51329868322778
11299,Cowboy Bebop: The Movie,2001,174.0,7.3,11.562163,"['Action', 'Animation', 'Science Fiction']",6.315519335284556
9506,Anger Management,2003,937.0,5.9,9.409379,['Comedy'],5.804451648117632
2662,House of 1000 Corpses,2003,310.0,6.0,11.00913,['Horror'],5.742943527627748
11817,Bulletproof Monk,2003,285.0,5.2,7.963481,"['Action', 'Comedy', 'Fantasy']",5.216142602213577
8326,Holes,2003,396.0,6.7,17.193267,"['Adventure', 'Family', 'Drama', 'Comedy']",6.281265212203313
994,Straw Dogs,1971,230.0,7.2,6.632663,"['Crime', 'Drama', 'Thriller', 'Mystery']",6.397906302525747
10514,The Andromeda Strain,1971,196.0,7.0,11.081253,"['Science Fiction', 'Thriller']",6.211189488722027
1714,Fahrenheit 451,1966,198.0,7.0,7.630417,"['Drama', 'Science Fiction']",6.2155962513548655
2832,Identity,2003,1090.0,7.1,17.955897,"['Mystery', 'Thriller']",6.862546766388033
18736,The Lizzie McGuire Movie,2003,292.0,5.8,6.730857,"['Family', 'Comedy']",5.603503225630623
36658,X2,2003,3572.0,6.8,0.913096,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",6.733328900853441
10708,Daddy Day Care,2003,526.0,5.6,6.504927,"['Comedy', 'Family']",5.517177052456329
10515,Castle in the Sky,1986,877.0,7.8,11.061551,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family', 'Romance']",7.405769969127331
604,The Matrix Reloaded,2003,3500.0,6.7,16.229317,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",6.6363889229467325
10720,Down with Love,2003,202.0,6.1,9.392508,"['Action', 'Comedy', 'Romance', 'Thriller']",5.722053751339894
1555,The Spanish Apartment,2002,276.0,7.0,5.94395,"['Drama', 'Comedy', 'Romance']",6.355925362351012
310,Bruce Almighty,2003,3121.0,6.4,15.947524,"['Fantasy', 'Comedy']",6.3436706668652985
12,Finding Nemo,2003,6292.0,7.6,25.497794,"['Animation', 'Family']",7.541596940171271
9654,The Italian Job,2003,1949.0,6.6,13.995044,"['Action', 'Crime']",6.497194622088687
9902,Wrong Turn,2003,652.0,6.0,14.079718,"['Horror', 'Thriller']",5.851211155153992
584,2 Fast 2 Furious,2003,2087.0,6.2,2.32462,"['Action', 'Crime', 'Thriller']",6.131990858026276
8092,This Boy’s Life,1993,192.0,7.0,9.665142,['Drama'],6.20222573291205
290,Barton Fink,1991,450.0,7.4,8.387026,"['Comedy', 'Drama']",6.834726980303348
10152,Dumb and Dumberer: When Harry Met Lloyd,2003,211.0,4.1,9.280038,['Comedy'],4.593755951442161
11375,Hollywood Homicide,2003,172.0,5.0,11.080439,"['Action', 'Adventure', 'Comedy', 'Thriller']",5.118022463810367
170,28 Days Later,2002,1816.0,7.1,17.656951,"['Horror', 'Thriller', 'Science Fiction']",6.949789199385142
9471,Charlie's Angels: Full Throttle,2003,930.0,5.2,7.821116,"['Action', 'Adventure', 'Comedy']",5.206590328426644
